y	yend	x	xend	showSelected1	PANEL
2	2	0.106165845464953	0.12979298576117	control.vs.carbon.additions C	1
2	2	0.153949033644707	0.0724095080277273	control.vs.carbon.additions CN	1
2	2	0.510352653771082	0.14368889756519	control.vs.carbon.additions control	1
2	2	0.566812886937713	0.0648736622360099	controls.between.experiments dim	1
2	2	0.250384821006122	0.122323037299286	controls.between.experiments qme	1
2	2	0.431520080639373	0.64415584821206	controls.between.sites GL	1
2	2	0.341630446532103	0.383672862166098	controls.between.sites MC	1
2	2	0.348490703637474	0.448122093847184	controls.between.sites PJ	1
2	2	0.327560567167211	0.270484832695917	controls.between.sites PP	1
2	2	0.738361607753743	0.0560688054286666	controls.between.sites glacier_forefield	1
2	2	0.711795469676292	0.0842640039001426	controls.between.sites litchfield_island	1
2	2	0.184280370635866	0.303343355237374	dim.C.between.sites GL	1
2	2	0.339164842150716	0.184870629222956	dim.C.between.sites MC	1
2	2	0.161934460483008	0.211995385802497	dim.C.between.sites PJ	1
2	2	0.313108443057738	0.150570817577863	dim.C.between.sites PP	1
2	2	0.0794403937538154	0.174718662282773	dim.CN.combine.sites GL	1
2	2	0.17081434467532	0.170551719130541	dim.CN.combine.sites MC	1
2	2	0.102993950511854	0.179858207856195	dim.CN.combine.sites PJ	1
2	2	0.0891937514303325	0.185449862621298	dim.CN.combine.sites PP	1
2	2	0.12783377548191	0.149526122204988	dim.compare.sites GL	1
2	2	0.141794649140177	0.0936055706744432	dim.compare.sites MC	1
2	2	0.130516142333283	0.134365307677978	dim.compare.sites PJ	1
2	2	0.205717677403375	0.145307044036922	dim.compare.sites PP	1
2	2	0.0820852189211698	0.109272041708048	dim.compare.treatments C	1
2	2	0.132737575549641	0.0629689666944657	dim.compare.treatments CN	1
2	2	0.557812644881845	0.270750805859549	dim.compare.treatments control	1
4	4	0.235210031882038	0.12979298576117	control.vs.carbon.additions C	1
4	4	0.393173447963594	0.0724095080277273	control.vs.carbon.additions CN	1
4	4	0.881993894250577	0.14368889756519	control.vs.carbon.additions control	1
4	4	0.967724634527876	0.0648736622360099	controls.between.experiments dim	1
4	4	0.879534951710711	0.122323037299286	controls.between.experiments qme	1
4	4	0.490394232627409	0.64415584821206	controls.between.sites GL	1
4	4	0.468159359405245	0.383672862166098	controls.between.sites MC	1
4	4	0.431868515009641	0.448122093847184	controls.between.sites PJ	1
4	4	0.58828221010319	0.270484832695917	controls.between.sites PP	1
4	4	0.926873726501687	0.0560688054286666	controls.between.sites glacier_forefield	1
4	4	0.905270152496198	0.0842640039001426	controls.between.sites litchfield_island	1
4	4	0.217842974257077	0.303343355237374	dim.C.between.sites GL	1
4	4	0.717393341359353	0.184870629222956	dim.C.between.sites MC	1
4	4	0.240861302497817	0.211995385802497	dim.C.between.sites PJ	1
4	4	0.579371796796296	0.150570817577863	dim.C.between.sites PP	1
4	4	0.129432771254113	0.174718662282773	dim.CN.combine.sites GL	1
4	4	0.292445833797681	0.170551719130541	dim.CN.combine.sites MC	1
4	4	0.160000788690975	0.179858207856195	dim.CN.combine.sites PJ	1
4	4	0.172703147781602	0.185449862621298	dim.CN.combine.sites PP	1
4	4	0.196944783338365	0.149526122204988	dim.compare.sites GL	1
4	4	0.406628269052931	0.0936055706744432	dim.compare.sites MC	1
4	4	0.191093335010771	0.134365307677978	dim.compare.sites PJ	1
4	4	0.379121585682711	0.145307044036922	dim.compare.sites PP	1
4	4	0.208190532674069	0.109272041708048	dim.compare.treatments C	1
4	4	0.394092063173882	0.0629689666944657	dim.compare.treatments CN	1
4	4	0.728227543671942	0.270750805859549	dim.compare.treatments control	1
